//1_1tf_telrij_tellen_heen.ps
//1_1tf_telrij_tellen_heen.ps from: 1 span: 10 maxanswer: -1 spreiding: 100 step: -1
1 2 3 4##T
41 42 43 44##T
41 42 43 45##F
42 43 44 45##T
42 44 45 46##F
42 43 44 45##T
42 43 45 46##F
42 43 44 45##T
42 43 44 46##F
43 44 45 46##T
43 45 46 47##F
43 44 45 46##T
43 44 46 47##F
43 44 45 46##T
43 44 45 47##F
44 45 46 47##T
44 46 47 48##F
44 45 46 47##T
44 45 47 48##F
44 45 46 47##T
44 45 46 48##F
40 41 42 43##T
40 42 43 44##F
40 41 42 43##T
40 41 43 44##F
40 41 42 43##T
40 41 42 44##F
41 42 43 44##T
41 43 44 45##F
41 42 43 44##T
41 42 44 45##F
41 42 43 44##T
41 42 43 45##F
42 43 44 45##T
42 44 45 46##F
42 43 44 45##T
42 43 45 46##F
42 43 44 45##T
42 43 44 46##F
43 44 45 46##T
43 45 46 47##F
43 44 45 46##T
43 44 46 47##F
43 44 45 46##T
43 44 45 47##F
44 45 46 47##T
44 46 47 48##F
44 45 46 47##T
44 45 47 48##F
44 45 46 47##T
44 45 46 48##F
45 46 47 48##T
45 47 48 49##F
45 46 47 48##T
45 46 48 49##F
45 46 47 48##T
45 46 47 49##F
41 42 43 44##T
41 43 44 45##F
41 42 43 44##T
41 42 44 45##F
41 42 43 44##T
41 42 43 45##F
42 43 44 45##T
42 44 45 46##F
42 43 44 45##T
42 43 45 46##F
42 43 44 45##T
42 43 44 46##F
43 44 45 46##T
43 45 46 47##F
43 44 45 46##T
43 44 46 47##F
43 44 45 46##T
43 44 45 47##F
44 45 46 47##T
44 46 47 48##F
44 45 46 47##T
44 45 47 48##F
44 45 46 47##T
44 45 46 48##F
45 46 47 48##T
45 47 48 49##F
45 46 47 48##T
45 46 48 49##F
45 46 47 48##T
45 46 47 49##F
46 47 48 49##T
46 48 49 50##F
46 47 48 49##T
46 47 49 50##F
46 47 48 49##T
46 47 48 50##F
42 43 44 45##T
42 44 45 46##F
42 43 44 45##T
42 43 45 46##F
42 43 44 45##T
42 43 44 46##F
43 44 45 46##T
43 45 46 47##F
43 44 45 46##T
43 44 46 47##F
43 44 45 46##T
43 44 45 47##F
44 45 46 47##T
44 46 47 48##F
44 45 46 47##T
44 45 47 48##F
44 45 46 47##T
44 45 46 48##F
45 46 47 48##T
45 47 48 49##F
45 46 47 48##T
45 46 48 49##F
45 46 47 48##T
45 46 47 49##F
46 47 48 49##T
46 48 49 50##F
46 47 48 49##T
46 47 49 50##F
46 47 48 49##T
46 47 48 50##F
47 48 49 50##T
47 49 50 51##F
47 48 49 50##T
47 48 50 51##F
47 48 49 50##T
47 48 49 51##F
43 44 45 46##T
43 45 46 47##F
43 44 45 46##T
43 44 46 47##F
43 44 45 46##T
43 44 45 47##F
44 45 46 47##T
44 46 47 48##F
44 45 46 47##T
44 45 47 48##F
44 45 46 47##T
44 45 46 48##F
45 46 47 48##T
45 47 48 49##F
45 46 47 48##T
45 46 48 49##F
45 46 47 48##T
45 46 47 49##F
46 47 48 49##T
46 48 49 50##F
46 47 48 49##T
46 47 49 50##F
46 47 48 49##T
46 47 48 50##F
47 48 49 50##T
47 49 50 51##F
47 48 49 50##T
47 48 50 51##F
47 48 49 50##T
47 48 49 51##F
48 49 50 51##T
48 50 51 52##F
48 49 50 51##T
48 49 51 52##F
48 49 50 51##T
48 49 50 52##F
44 45 46 47##T
44 46 47 48##F
44 45 46 47##T
44 45 47 48##F
44 45 46 47##T
44 45 46 48##F
45 46 47 48##T
45 47 48 49##F
45 46 47 48##T
45 46 48 49##F
45 46 47 48##T
45 46 47 49##F
46 47 48 49##T
46 48 49 50##F
46 47 48 49##T
46 47 49 50##F
46 47 48 49##T
46 47 48 50##F
47 48 49 50##T
47 49 50 51##F
47 48 49 50##T
47 48 50 51##F
47 48 49 50##T
47 48 49 51##F
48 49 50 51##T
48 50 51 52##F
48 49 50 51##T
48 49 51 52##F
48 49 50 51##T
48 49 50 52##F
49 50 51 52##T
49 51 52 53##F
49 50 51 52##T
49 50 52 53##F
49 50 51 52##T
49 50 51 53##F
45 46 47 48##T
45 47 48 49##F
45 46 47 48##T
45 46 48 49##F
45 46 47 48##T
45 46 47 49##F
46 47 48 49##T
46 48 49 50##F
46 47 48 49##T
46 47 49 50##F
46 47 48 49##T
46 47 48 50##F
47 48 49 50##T
47 49 50 51##F
47 48 49 50##T
47 48 50 51##F
47 48 49 50##T
47 48 49 51##F
48 49 50 51##T
48 50 51 52##F
48 49 50 51##T
48 49 51 52##F
48 49 50 51##T
48 49 50 52##F
49 50 51 52##T
49 51 52 53##F
49 50 51 52##T
49 50 52 53##F
49 50 51 52##T
49 50 51 53##F
50 51 52 53##T
50 52 53 54##F
50 51 52 53##T
50 51 53 54##F
50 51 52 53##T
50 51 52 54##F
46 47 48 49##T
46 48 49 50##F
46 47 48 49##T
46 47 49 50##F
46 47 48 49##T
46 47 48 50##F
47 48 49 50##T
47 49 50 51##F
47 48 49 50##T
47 48 50 51##F
47 48 49 50##T
47 48 49 51##F
48 49 50 51##T
48 50 51 52##F
48 49 50 51##T
48 49 51 52##F
48 49 50 51##T
48 49 50 52##F
49 50 51 52##T
49 51 52 53##F
49 50 51 52##T
49 50 52 53##F
49 50 51 52##T
49 50 51 53##F
50 51 52 53##T
50 52 53 54##F
50 51 52 53##T
50 51 53 54##F
50 51 52 53##T
50 51 52 54##F
51 52 53 54##T
51 53 54 55##F
51 52 53 54##T
51 52 54 55##F
51 52 53 54##T
51 52 53 55##F
47 48 49 50##T
47 49 50 51##F
47 48 49 50##T
47 48 50 51##F
47 48 49 50##T
47 48 49 51##F
48 49 50 51##T
48 50 51 52##F
48 49 50 51##T
48 49 51 52##F
48 49 50 51##T
48 49 50 52##F
49 50 51 52##T
49 51 52 53##F
49 50 51 52##T
49 50 52 53##F
49 50 51 52##T
49 50 51 53##F
50 51 52 53##T
50 52 53 54##F
50 51 52 53##T
50 51 53 54##F
50 51 52 53##T
50 51 52 54##F
51 52 53 54##T
51 53 54 55##F
51 52 53 54##T
51 52 54 55##F
51 52 53 54##T
51 52 53 55##F
52 53 54 55##T
52 54 55 56##F
52 53 54 55##T
52 53 55 56##F
52 53 54 55##T
52 53 54 56##F
48 49 50 51##T
48 50 51 52##F
48 49 50 51##T
48 49 51 52##F
48 49 50 51##T
48 49 50 52##F
49 50 51 52##T
49 51 52 53##F
49 50 51 52##T
49 50 52 53##F
49 50 51 52##T
49 50 51 53##F
50 51 52 53##T
50 52 53 54##F
50 51 52 53##T
50 51 53 54##F
50 51 52 53##T
50 51 52 54##F
51 52 53 54##T
51 53 54 55##F
51 52 53 54##T
51 52 54 55##F
51 52 53 54##T
51 52 53 55##F
52 53 54 55##T
52 54 55 56##F
52 53 54 55##T
52 53 55 56##F
52 53 54 55##T
52 53 54 56##F
53 54 55 56##T
53 55 56 57##F
53 54 55 56##T
53 54 56 57##F
53 54 55 56##T
53 54 55 57##F
49 50 51 52##T
49 51 52 53##F
49 50 51 52##T
49 50 52 53##F
49 50 51 52##T
49 50 51 53##F
50 51 52 53##T
50 52 53 54##F
50 51 52 53##T
50 51 53 54##F
50 51 52 53##T
50 51 52 54##F
51 52 53 54##T
51 53 54 55##F
51 52 53 54##T
51 52 54 55##F
51 52 53 54##T
51 52 53 55##F
52 53 54 55##T
52 54 55 56##F
52 53 54 55##T
52 53 55 56##F
52 53 54 55##T
52 53 54 56##F
53 54 55 56##T
53 55 56 57##F
53 54 55 56##T
53 54 56 57##F
53 54 55 56##T
53 54 55 57##F
54 55 56 57##T
54 56 57 58##F
54 55 56 57##T
54 55 57 58##F
54 55 56 57##T
54 55 56 58##F
50 51 52 53##T
50 52 53 54##F
50 51 52 53##T
50 51 53 54##F
50 51 52 53##T
50 51 52 54##F
51 52 53 54##T
51 53 54 55##F
51 52 53 54##T
51 52 54 55##F
51 52 53 54##T
51 52 53 55##F
52 53 54 55##T
52 54 55 56##F
52 53 54 55##T
52 53 55 56##F
52 53 54 55##T
52 53 54 56##F
53 54 55 56##T
53 55 56 57##F
53 54 55 56##T
53 54 56 57##F
53 54 55 56##T
53 54 55 57##F
54 55 56 57##T
54 56 57 58##F
54 55 56 57##T
54 55 57 58##F
54 55 56 57##T
54 55 56 58##F
55 56 57 58##T
55 57 58 59##F
55 56 57 58##T
55 56 58 59##F
55 56 57 58##T
55 56 57 59##F
51 52 53 54##T
51 53 54 55##F
51 52 53 54##T
51 52 54 55##F
51 52 53 54##T
51 52 53 55##F
52 53 54 55##T
52 54 55 56##F
52 53 54 55##T
52 53 55 56##F
52 53 54 55##T
52 53 54 56##F
53 54 55 56##T
53 55 56 57##F
53 54 55 56##T
53 54 56 57##F
53 54 55 56##T
53 54 55 57##F
54 55 56 57##T
54 56 57 58##F
54 55 56 57##T
54 55 57 58##F
54 55 56 57##T
54 55 56 58##F
55 56 57 58##T
55 57 58 59##F
55 56 57 58##T
55 56 58 59##F
55 56 57 58##T
55 56 57 59##F
56 57 58 59##T
56 58 59 60##F
56 57 58 59##T
56 57 59 60##F
56 57 58 59##T
56 57 58 60##F
52 53 54 55##T
52 54 55 56##F
52 53 54 55##T
52 53 55 56##F
52 53 54 55##T
52 53 54 56##F
53 54 55 56##T
53 55 56 57##F
53 54 55 56##T
53 54 56 57##F
53 54 55 56##T
53 54 55 57##F
54 55 56 57##T
54 56 57 58##F
54 55 56 57##T
54 55 57 58##F
54 55 56 57##T
54 55 56 58##F
55 56 57 58##T
55 57 58 59##F
55 56 57 58##T
55 56 58 59##F
55 56 57 58##T
55 56 57 59##F
56 57 58 59##T
56 58 59 60##F
56 57 58 59##T
56 57 59 60##F
56 57 58 59##T
56 57 58 60##F
57 58 59 60##T
57 59 60 61##F
57 58 59 60##T
57 58 60 61##F
57 58 59 60##T
57 58 59 61##F
53 54 55 56##T
53 55 56 57##F
53 54 55 56##T
53 54 56 57##F
53 54 55 56##T
53 54 55 57##F
54 55 56 57##T
54 56 57 58##F
54 55 56 57##T
54 55 57 58##F
54 55 56 57##T
54 55 56 58##F
55 56 57 58##T
55 57 58 59##F
55 56 57 58##T
55 56 58 59##F
55 56 57 58##T
55 56 57 59##F
56 57 58 59##T
56 58 59 60##F
56 57 58 59##T
56 57 59 60##F
56 57 58 59##T
56 57 58 60##F
57 58 59 60##T
57 59 60 61##F
57 58 59 60##T
57 58 60 61##F
57 58 59 60##T
57 58 59 61##F
58 59 60 61##T
58 60 61 62##F
58 59 60 61##T
58 59 61 62##F
58 59 60 61##T
58 59 60 62##F
54 55 56 57##T
54 56 57 58##F
54 55 56 57##T
54 55 57 58##F
54 55 56 57##T
54 55 56 58##F
55 56 57 58##T
55 57 58 59##F
55 56 57 58##T
55 56 58 59##F
55 56 57 58##T
55 56 57 59##F
56 57 58 59##T
56 58 59 60##F
56 57 58 59##T
56 57 59 60##F
56 57 58 59##T
56 57 58 60##F
57 58 59 60##T
57 59 60 61##F
57 58 59 60##T
57 58 60 61##F
57 58 59 60##T
57 58 59 61##F
58 59 60 61##T
58 60 61 62##F
58 59 60 61##T
58 59 61 62##F
58 59 60 61##T
58 59 60 62##F
59 60 61 62##T
59 61 62 63##F
59 60 61 62##T
59 60 62 63##F
59 60 61 62##T
59 60 61 63##F
55 56 57 58##T
55 57 58 59##F
55 56 57 58##T
55 56 58 59##F
55 56 57 58##T
55 56 57 59##F
56 57 58 59##T
56 58 59 60##F
56 57 58 59##T
56 57 59 60##F
56 57 58 59##T
56 57 58 60##F
57 58 59 60##T
57 59 60 61##F
57 58 59 60##T
57 58 60 61##F
57 58 59 60##T
57 58 59 61##F
58 59 60 61##T
58 60 61 62##F
58 59 60 61##T
58 59 61 62##F
58 59 60 61##T
58 59 60 62##F
59 60 61 62##T
59 61 62 63##F
59 60 61 62##T
59 60 62 63##F
59 60 61 62##T
59 60 61 63##F
60 61 62 63##T
60 62 63 64##F
60 61 62 63##T
60 61 63 64##F
60 61 62 63##T
60 61 62 64##F
56 57 58 59##T
56 58 59 60##F
56 57 58 59##T
56 57 59 60##F
56 57 58 59##T
56 57 58 60##F
57 58 59 60##T
57 59 60 61##F
57 58 59 60##T
57 58 60 61##F
57 58 59 60##T
57 58 59 61##F
58 59 60 61##T
58 60 61 62##F
58 59 60 61##T
58 59 61 62##F
58 59 60 61##T
58 59 60 62##F
59 60 61 62##T
59 61 62 63##F
59 60 61 62##T
59 60 62 63##F
59 60 61 62##T
59 60 61 63##F
60 61 62 63##T
60 62 63 64##F
60 61 62 63##T
60 61 63 64##F
60 61 62 63##T
60 61 62 64##F
61 62 63 64##T
61 63 64 65##F
61 62 63 64##T
61 62 64 65##F
61 62 63 64##T
61 62 63 65##F
57 58 59 60##T
57 59 60 61##F
57 58 59 60##T
57 58 60 61##F
57 58 59 60##T
57 58 59 61##F
58 59 60 61##T
58 60 61 62##F
58 59 60 61##T
58 59 61 62##F
58 59 60 61##T
58 59 60 62##F
59 60 61 62##T
59 61 62 63##F
59 60 61 62##T
59 60 62 63##F
59 60 61 62##T
59 60 61 63##F
60 61 62 63##T
60 62 63 64##F
60 61 62 63##T
60 61 63 64##F
60 61 62 63##T
60 61 62 64##F
61 62 63 64##T
61 63 64 65##F
61 62 63 64##T
61 62 64 65##F
61 62 63 64##T
61 62 63 65##F
62 63 64 65##T
62 64 65 66##F
62 63 64 65##T
62 63 65 66##F
62 63 64 65##T
62 63 64 66##F
58 59 60 61##T
58 60 61 62##F
58 59 60 61##T
58 59 61 62##F
58 59 60 61##T
58 59 60 62##F
59 60 61 62##T
59 61 62 63##F
59 60 61 62##T
59 60 62 63##F
59 60 61 62##T
59 60 61 63##F
60 61 62 63##T
60 62 63 64##F
60 61 62 63##T
60 61 63 64##F
60 61 62 63##T
60 61 62 64##F
61 62 63 64##T
61 63 64 65##F
61 62 63 64##T
61 62 64 65##F
61 62 63 64##T
61 62 63 65##F
62 63 64 65##T
62 64 65 66##F
62 63 64 65##T
62 63 65 66##F
62 63 64 65##T
62 63 64 66##F
63 64 65 66##T
63 65 66 67##F
63 64 65 66##T
63 64 66 67##F
63 64 65 66##T
63 64 65 67##F
59 60 61 62##T
59 61 62 63##F
59 60 61 62##T
59 60 62 63##F
59 60 61 62##T
59 60 61 63##F
60 61 62 63##T
60 62 63 64##F
60 61 62 63##T
60 61 63 64##F
60 61 62 63##T
60 61 62 64##F
61 62 63 64##T
61 63 64 65##F
61 62 63 64##T
61 62 64 65##F
61 62 63 64##T
61 62 63 65##F
62 63 64 65##T
62 64 65 66##F
62 63 64 65##T
62 63 65 66##F
62 63 64 65##T
62 63 64 66##F
63 64 65 66##T
63 65 66 67##F
63 64 65 66##T
63 64 66 67##F
63 64 65 66##T
63 64 65 67##F
64 65 66 67##T
64 66 67 68##F
64 65 66 67##T
64 65 67 68##F
64 65 66 67##T
64 65 66 68##F
60 61 62 63##T
60 62 63 64##F
60 61 62 63##T
60 61 63 64##F
60 61 62 63##T
60 61 62 64##F
61 62 63 64##T
61 63 64 65##F
61 62 63 64##T
61 62 64 65##F
61 62 63 64##T
61 62 63 65##F
62 63 64 65##T
62 64 65 66##F
62 63 64 65##T
62 63 65 66##F
62 63 64 65##T
62 63 64 66##F
63 64 65 66##T
63 65 66 67##F
63 64 65 66##T
63 64 66 67##F
63 64 65 66##T
63 64 65 67##F
64 65 66 67##T
64 66 67 68##F
64 65 66 67##T
64 65 67 68##F
64 65 66 67##T
64 65 66 68##F
65 66 67 68##T
65 67 68 69##F
65 66 67 68##T
65 66 68 69##F
65 66 67 68##T
65 66 67 69##F
61 62 63 64##T
61 63 64 65##F
61 62 63 64##T
61 62 64 65##F
61 62 63 64##T
61 62 63 65##F
62 63 64 65##T
62 64 65 66##F
62 63 64 65##T
62 63 65 66##F
62 63 64 65##T
62 63 64 66##F
63 64 65 66##T
63 65 66 67##F
63 64 65 66##T
63 64 66 67##F
63 64 65 66##T
63 64 65 67##F
64 65 66 67##T
64 66 67 68##F
64 65 66 67##T
64 65 67 68##F
64 65 66 67##T
64 65 66 68##F
65 66 67 68##T
65 67 68 69##F
65 66 67 68##T
65 66 68 69##F
65 66 67 68##T
65 66 67 69##F
66 67 68 69##T
66 68 69 70##F
66 67 68 69##T
66 67 69 70##F
66 67 68 69##T
66 67 68 70##F
62 63 64 65##T
62 64 65 66##F
62 63 64 65##T
62 63 65 66##F
62 63 64 65##T
62 63 64 66##F
63 64 65 66##T
63 65 66 67##F
63 64 65 66##T
63 64 66 67##F
63 64 65 66##T
63 64 65 67##F
64 65 66 67##T
64 66 67 68##F
64 65 66 67##T
64 65 67 68##F
64 65 66 67##T
64 65 66 68##F
65 66 67 68##T
65 67 68 69##F
65 66 67 68##T
65 66 68 69##F
65 66 67 68##T
65 66 67 69##F
66 67 68 69##T
66 68 69 70##F
66 67 68 69##T
66 67 69 70##F
66 67 68 69##T
66 67 68 70##F
67 68 69 70##T
67 69 70 71##F
67 68 69 70##T
67 68 70 71##F
67 68 69 70##T
67 68 69 71##F
63 64 65 66##T
63 65 66 67##F
63 64 65 66##T
63 64 66 67##F
63 64 65 66##T
63 64 65 67##F
64 65 66 67##T
64 66 67 68##F
64 65 66 67##T
64 65 67 68##F
64 65 66 67##T
64 65 66 68##F
65 66 67 68##T
65 67 68 69##F
65 66 67 68##T
65 66 68 69##F
65 66 67 68##T
65 66 67 69##F
66 67 68 69##T
66 68 69 70##F
66 67 68 69##T
66 67 69 70##F
66 67 68 69##T
66 67 68 70##F
67 68 69 70##T
67 69 70 71##F
67 68 69 70##T
67 68 70 71##F
67 68 69 70##T
67 68 69 71##F
68 69 70 71##T
68 70 71 72##F
68 69 70 71##T
68 69 71 72##F
68 69 70 71##T
68 69 70 72##F
64 65 66 67##T
64 66 67 68##F
64 65 66 67##T
64 65 67 68##F
64 65 66 67##T
64 65 66 68##F
65 66 67 68##T
65 67 68 69##F
65 66 67 68##T
65 66 68 69##F
65 66 67 68##T
65 66 67 69##F
66 67 68 69##T
66 68 69 70##F
66 67 68 69##T
66 67 69 70##F
66 67 68 69##T
66 67 68 70##F
67 68 69 70##T
67 69 70 71##F
67 68 69 70##T
67 68 70 71##F
67 68 69 70##T
67 68 69 71##F
68 69 70 71##T
68 70 71 72##F
68 69 70 71##T
68 69 71 72##F
68 69 70 71##T
68 69 70 72##F
69 70 71 72##T
69 71 72 73##F
69 70 71 72##T
69 70 72 73##F
69 70 71 72##T
69 70 71 73##F
65 66 67 68##T
65 67 68 69##F
65 66 67 68##T
65 66 68 69##F
65 66 67 68##T
65 66 67 69##F
66 67 68 69##T
66 68 69 70##F
66 67 68 69##T
66 67 69 70##F
66 67 68 69##T
66 67 68 70##F
67 68 69 70##T
67 69 70 71##F
67 68 69 70##T
67 68 70 71##F
67 68 69 70##T
67 68 69 71##F
68 69 70 71##T
68 70 71 72##F
68 69 70 71##T
68 69 71 72##F
68 69 70 71##T
68 69 70 72##F
69 70 71 72##T
69 71 72 73##F
69 70 71 72##T
69 70 72 73##F
69 70 71 72##T
69 70 71 73##F
70 71 72 73##T
70 72 73 74##F
70 71 72 73##T
70 71 73 74##F
70 71 72 73##T
70 71 72 74##F
66 67 68 69##T
66 68 69 70##F
66 67 68 69##T
66 67 69 70##F
66 67 68 69##T
66 67 68 70##F
67 68 69 70##T
67 69 70 71##F
67 68 69 70##T
67 68 70 71##F
67 68 69 70##T
67 68 69 71##F
68 69 70 71##T
68 70 71 72##F
68 69 70 71##T
68 69 71 72##F
68 69 70 71##T
68 69 70 72##F
69 70 71 72##T
69 71 72 73##F
69 70 71 72##T
69 70 72 73##F
69 70 71 72##T
69 70 71 73##F
70 71 72 73##T
70 72 73 74##F
70 71 72 73##T
70 71 73 74##F
70 71 72 73##T
70 71 72 74##F
71 72 73 74##T
71 73 74 75##F
71 72 73 74##T
71 72 74 75##F
71 72 73 74##T
71 72 73 75##F
67 68 69 70##T
67 69 70 71##F
67 68 69 70##T
67 68 70 71##F
67 68 69 70##T
67 68 69 71##F
68 69 70 71##T
68 70 71 72##F
68 69 70 71##T
68 69 71 72##F
68 69 70 71##T
68 69 70 72##F
69 70 71 72##T
69 71 72 73##F
69 70 71 72##T
69 70 72 73##F
69 70 71 72##T
69 70 71 73##F
70 71 72 73##T
70 72 73 74##F
70 71 72 73##T
70 71 73 74##F
70 71 72 73##T
70 71 72 74##F
71 72 73 74##T
71 73 74 75##F
71 72 73 74##T
71 72 74 75##F
71 72 73 74##T
71 72 73 75##F
72 73 74 75##T
72 74 75 76##F
72 73 74 75##T
72 73 75 76##F
72 73 74 75##T
72 73 74 76##F
68 69 70 71##T
68 70 71 72##F
68 69 70 71##T
68 69 71 72##F
68 69 70 71##T
68 69 70 72##F
69 70 71 72##T
69 71 72 73##F
69 70 71 72##T
69 70 72 73##F
69 70 71 72##T
69 70 71 73##F
70 71 72 73##T
70 72 73 74##F
70 71 72 73##T
70 71 73 74##F
70 71 72 73##T
70 71 72 74##F
71 72 73 74##T
71 73 74 75##F
71 72 73 74##T
71 72 74 75##F
71 72 73 74##T
71 72 73 75##F
72 73 74 75##T
72 74 75 76##F
72 73 74 75##T
72 73 75 76##F
72 73 74 75##T
72 73 74 76##F
73 74 75 76##T
73 75 76 77##F
73 74 75 76##T
73 74 76 77##F
73 74 75 76##T
73 74 75 77##F
69 70 71 72##T
69 71 72 73##F
69 70 71 72##T
69 70 72 73##F
69 70 71 72##T
69 70 71 73##F
70 71 72 73##T
70 72 73 74##F
70 71 72 73##T
70 71 73 74##F
70 71 72 73##T
70 71 72 74##F
71 72 73 74##T
71 73 74 75##F
71 72 73 74##T
71 72 74 75##F
71 72 73 74##T
71 72 73 75##F
72 73 74 75##T
72 74 75 76##F
72 73 74 75##T
72 73 75 76##F
72 73 74 75##T
72 73 74 76##F
73 74 75 76##T
73 75 76 77##F
73 74 75 76##T
73 74 76 77##F
73 74 75 76##T
73 74 75 77##F
74 75 76 77##T
74 76 77 78##F
74 75 76 77##T
74 75 77 78##F
74 75 76 77##T
74 75 76 78##F
70 71 72 73##T
70 72 73 74##F
70 71 72 73##T
70 71 73 74##F
70 71 72 73##T
70 71 72 74##F
71 72 73 74##T
71 73 74 75##F
71 72 73 74##T
71 72 74 75##F
71 72 73 74##T
71 72 73 75##F
72 73 74 75##T
72 74 75 76##F
72 73 74 75##T
72 73 75 76##F
72 73 74 75##T
72 73 74 76##F
73 74 75 76##T
73 75 76 77##F
73 74 75 76##T
73 74 76 77##F
73 74 75 76##T
73 74 75 77##F
74 75 76 77##T
74 76 77 78##F
74 75 76 77##T
74 75 77 78##F
74 75 76 77##T
74 75 76 78##F
75 76 77 78##T
75 77 78 79##F
75 76 77 78##T
75 76 78 79##F
75 76 77 78##T
75 76 77 79##F
71 72 73 74##T
71 73 74 75##F
71 72 73 74##T
71 72 74 75##F
71 72 73 74##T
71 72 73 75##F
72 73 74 75##T
72 74 75 76##F
72 73 74 75##T
72 73 75 76##F
72 73 74 75##T
72 73 74 76##F
73 74 75 76##T
73 75 76 77##F
73 74 75 76##T
73 74 76 77##F
73 74 75 76##T
73 74 75 77##F
74 75 76 77##T
74 76 77 78##F
74 75 76 77##T
74 75 77 78##F
74 75 76 77##T
74 75 76 78##F
75 76 77 78##T
75 77 78 79##F
75 76 77 78##T
75 76 78 79##F
75 76 77 78##T
75 76 77 79##F
76 77 78 79##T
76 78 79 80##F
76 77 78 79##T
76 77 79 80##F
76 77 78 79##T
76 77 78 80##F
72 73 74 75##T
72 74 75 76##F
72 73 74 75##T
72 73 75 76##F
72 73 74 75##T
72 73 74 76##F
73 74 75 76##T
73 75 76 77##F
73 74 75 76##T
73 74 76 77##F
73 74 75 76##T
73 74 75 77##F
74 75 76 77##T
74 76 77 78##F
74 75 76 77##T
74 75 77 78##F
74 75 76 77##T
74 75 76 78##F
75 76 77 78##T
75 77 78 79##F
75 76 77 78##T
75 76 78 79##F
75 76 77 78##T
75 76 77 79##F
76 77 78 79##T
76 78 79 80##F
76 77 78 79##T
76 77 79 80##F
76 77 78 79##T
76 77 78 80##F
77 78 79 80##T
77 79 80 81##F
77 78 79 80##T
77 78 80 81##F
77 78 79 80##T
77 78 79 81##F
73 74 75 76##T
73 75 76 77##F
73 74 75 76##T
73 74 76 77##F
73 74 75 76##T
73 74 75 77##F
74 75 76 77##T
74 76 77 78##F
74 75 76 77##T
74 75 77 78##F
74 75 76 77##T
74 75 76 78##F
75 76 77 78##T
75 77 78 79##F
75 76 77 78##T
75 76 78 79##F
75 76 77 78##T
75 76 77 79##F
76 77 78 79##T
76 78 79 80##F
76 77 78 79##T
76 77 79 80##F
76 77 78 79##T
76 77 78 80##F
77 78 79 80##T
77 79 80 81##F
77 78 79 80##T
77 78 80 81##F
77 78 79 80##T
77 78 79 81##F
78 79 80 81##T
78 80 81 82##F
78 79 80 81##T
78 79 81 82##F
78 79 80 81##T
78 79 80 82##F
74 75 76 77##T
74 76 77 78##F
74 75 76 77##T
74 75 77 78##F
74 75 76 77##T
74 75 76 78##F
75 76 77 78##T
75 77 78 79##F
75 76 77 78##T
75 76 78 79##F
75 76 77 78##T
75 76 77 79##F
76 77 78 79##T
76 78 79 80##F
76 77 78 79##T
76 77 79 80##F
76 77 78 79##T
76 77 78 80##F
77 78 79 80##T
77 79 80 81##F
77 78 79 80##T
77 78 80 81##F
77 78 79 80##T
77 78 79 81##F
78 79 80 81##T
78 80 81 82##F
78 79 80 81##T
78 79 81 82##F
78 79 80 81##T
78 79 80 82##F
79 80 81 82##T
79 81 82 83##F
79 80 81 82##T
79 80 82 83##F
79 80 81 82##T
79 80 81 83##F
75 76 77 78##T
75 77 78 79##F
75 76 77 78##T
75 76 78 79##F
75 76 77 78##T
75 76 77 79##F
76 77 78 79##T
76 78 79 80##F
76 77 78 79##T
76 77 79 80##F
76 77 78 79##T
76 77 78 80##F
77 78 79 80##T
77 79 80 81##F
77 78 79 80##T
77 78 80 81##F
77 78 79 80##T
77 78 79 81##F
78 79 80 81##T
78 80 81 82##F
78 79 80 81##T
78 79 81 82##F
78 79 80 81##T
78 79 80 82##F
79 80 81 82##T
79 81 82 83##F
79 80 81 82##T
79 80 82 83##F
79 80 81 82##T
79 80 81 83##F
80 81 82 83##T
80 82 83 84##F
80 81 82 83##T
80 81 83 84##F
80 81 82 83##T
80 81 82 84##F
76 77 78 79##T
76 78 79 80##F
76 77 78 79##T
76 77 79 80##F
76 77 78 79##T
76 77 78 80##F
77 78 79 80##T
77 79 80 81##F
77 78 79 80##T
77 78 80 81##F
77 78 79 80##T
77 78 79 81##F
78 79 80 81##T
78 80 81 82##F
78 79 80 81##T
78 79 81 82##F
78 79 80 81##T
78 79 80 82##F
79 80 81 82##T
79 81 82 83##F
79 80 81 82##T
79 80 82 83##F
79 80 81 82##T
79 80 81 83##F
80 81 82 83##T
80 82 83 84##F
80 81 82 83##T
80 81 83 84##F
80 81 82 83##T
80 81 82 84##F
81 82 83 84##T
81 83 84 85##F
81 82 83 84##T
81 82 84 85##F
81 82 83 84##T
81 82 83 85##F
77 78 79 80##T
77 79 80 81##F
77 78 79 80##T
77 78 80 81##F
77 78 79 80##T
77 78 79 81##F
78 79 80 81##T
78 80 81 82##F
78 79 80 81##T
78 79 81 82##F
78 79 80 81##T
78 79 80 82##F
79 80 81 82##T
79 81 82 83##F
79 80 81 82##T
79 80 82 83##F
79 80 81 82##T
79 80 81 83##F
80 81 82 83##T
80 82 83 84##F
80 81 82 83##T
80 81 83 84##F
80 81 82 83##T
80 81 82 84##F
81 82 83 84##T
81 83 84 85##F
81 82 83 84##T
81 82 84 85##F
81 82 83 84##T
81 82 83 85##F
82 83 84 85##T
82 84 85 86##F
82 83 84 85##T
82 83 85 86##F
82 83 84 85##T
82 83 84 86##F
78 79 80 81##T
78 80 81 82##F
78 79 80 81##T
